Id,Year,Month,CrashHour,LAT,LON,TotalVehicles,CrashSeverity,AllOccupantsRestrained,TrucksInvolved,Speeding,TooFast,IsAlcoholOrDrugsInvolved,TeenDriver,DistractedDriver,FailedToYield,Weather,GravelRoadSurface,RollOver,IntersectionRelated,CurveLocation,HillLocation,RunOffRoad,LaneDeparture,HeadOnImpact,RearEnd
4037,2012,2,13        ,48.16867,-103.61492,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4038,2012,2,3         ,46.832479,-100.787072,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
4039,2012,2,14        ,46.8939,-102.7898,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4040,2012,2,21        ,46.768137,-100.794847,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4041,2012,2,14        ,46.813899,-100.773806,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4042,2012,2,19        ,46.793499,-100.794524,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4043,2012,2,5         ,46.837682,-96.798637,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4044,2012,2,23        ,48.1665,-103.1471,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
4045,2012,2,2         ,46.865849,-96.819469,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4046,2012,2,0         ,46.848562,-100.782263,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4047,2012,2,21        ,47.2707,-101.767,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4048,2012,2,23        ,46.883197,-96.798176,2,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
4049,2012,2,2         ,48.16516,-103.61484,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4050,2012,2,15        ,46.864351,-96.850874,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4051,2012,2,17        ,46.874459,-96.789503,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4052,2012,2,17        ,46.866256,-96.850837,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4053,2012,2,2         ,46.849669,-96.798558,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4054,2012,2,14        ,48.964007,-97.424575,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4055,2012,2,10        ,48.2474,-101.3967,1,2,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
4056,2012,2,8         ,48.22684,-101.238428,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4057,2012,2,20        ,47.906209,-103.999427,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
4058,2012,2,17        ,46.823584,-100.773921,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4059,2012,2,9         ,48.1403,-103.8846,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4060,2012,2,9         ,48.1978,-103.5117,1,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
4061,2012,2,20        ,46.804175,-100.78772,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4062,2012,2,17        ,47.933111,-97.076774,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4063,2012,2,13        ,46.853829,-96.798462,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4064,2012,2,7         ,47.947497,-97.364503,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4065,2012,2,15        ,46.883589,-96.861671,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4066,2012,2,19        ,46.892436,-98.615561,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4067,2012,2,15        ,46.883416,-96.798173,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4068,2012,2,10        ,46.8972,-103.2406,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
4069,2012,2,7         ,47.924775,-97.031117,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4070,2012,2,2         ,47.8033,-103.2771,3,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0
4071,2012,2,11        ,48.0107,-103.9323,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4072,2012,2,0         ,46.8473,-96.8406,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
4073,2012,2,18        ,47.458602,-101.125153,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4074,2012,2,16        ,47.916502,-97.045051,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4075,2012,2,9         ,46.8609,-101.6057,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
4076,2012,2,14        ,46.435473,-97.681482,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4077,2012,2,17        ,47.920819,-97.045128,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4078,2012,2,16        ,48.1823,-101.2961,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4079,2012,2,1         ,46.865872,-96.796488,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4080,2012,2,0         ,48.1148,-98.8588,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4081,2012,2,11        ,47.9583,-97.8389,1,2,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0
4082,2012,2,16        ,48.1397,-103.7123,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
4083,2012,2,16        ,47.29668,-101.62015,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4084,2012,2,20        ,46.77656,-98.40443,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4085,2012,2,14        ,48.0814,-101.2957,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4086,2012,2,14        ,46.9911,-97.2052,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
4087,2012,2,22        ,48.16872,-103.62586,2,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4088,2012,2,18        ,46.810507,-100.770854,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4089,2012,2,2         ,46.883137,-96.79396,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
4090,2012,2,0         ,46.890482,-96.787721,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4091,2012,2,12        ,47.1367,-102.7746,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,2012,2,18        ,47.889366,-97.077507,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4093,2012,2,11        ,46.26498,-96.61574,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4094,2012,2,16        ,46.818033,-96.803773,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4095,2012,2,1         ,47.7463,-102.1162,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4096,2012,2,23        ,46.4431,-97.4901,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0
4097,2012,2,0         ,46.980753,-102.915361,1,2,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0
4098,2012,2,2         ,46.86115,-96.861859,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4099,2012,2,6         ,46.961125,-97.975465,1,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
4100,2012,2,19        ,48.14,-103.7234,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4101,2012,2,16        ,46.875422,-96.805744,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,2012,2,15        ,46.829304,-100.772848,4,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4103,2012,2,17        ,47.921205,-97.055266,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4104,2012,2,16        ,46.872554,-96.798282,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4105,2012,2,17        ,48.35469,-99.98778,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4106,2012,2,16        ,46.875378,-96.804371,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4107,2012,2,18        ,48.499264,-97.433617,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4108,2012,2,14        ,48.16866,-103.61491,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4109,2012,2,13        ,48.16791,-103.63221,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4110,2012,2,18        ,47.804855,-103.433175,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4111,2012,2,17        ,46.81352,-100.786016,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4112,2012,2,19        ,46.805482,-100.793697,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
4113,2012,2,7         ,47.900576,-97.077374,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4114,2012,2,2         ,46.860734,-96.819528,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,2012,2,12        ,47.30098,-101.62794,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4116,2012,2,16        ,48.28419,-102.87145,2,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
4117,2012,2,21        ,47.8049,-103.513,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4118,2012,2,8         ,46.805104,-100.762808,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4119,2012,2,16        ,46.838163,-100.783375,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4120,2012,2,20        ,47.860471,-97.08838,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
4121,2012,2,6         ,46.884004,-96.785248,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4122,2012,2,10        ,48.2909,-100.7142,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4123,2012,2,10        ,48.014,-103.6592,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4124,2012,2,9         ,48.3121,-100.4182,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4125,2012,2,21        ,48.229086,-101.241801,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4126,2012,2,0         ,48.260215,-101.307265,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4127,2012,2,19        ,46.912394,-102.7064,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0
4128,2012,2,3         ,46.8703,-102.2996,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4129,2012,2,0         ,47.804829,-103.413831,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4130,2012,2,1         ,46.850823,-96.906472,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4131,2012,2,18        ,46.855013,-96.854045,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4132,2012,2,15        ,46.845731,-96.798814,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4133,2012,2,7         ,48.225493,-101.316022,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4134,2012,2,16        ,48.210827,-101.290418,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4135,2012,2,15        ,46.681,-96.9683,2,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0
4136,2012,2,7         ,46.18224,-103.3965,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
4137,2012,2,9         ,46.132827,-98.096372,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4138,2012,2,1         ,46.864091,-96.864377,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4139,2012,2,18        ,46.845958,-96.819741,3,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4140,2012,2,4         ,48.2204,-101.2111,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
4141,2012,2,2         ,46.860447,-96.850985,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4142,2012,2,23        ,48.1555,-103.73352,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0
4143,2012,2,20        ,47.255821,-101.790072,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4144,2012,2,12        ,48.48834,-102.13618,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
4145,2012,2,20        ,47.3575,-102.7679,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
4146,2012,2,22        ,46.26402,-96.61268,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4147,2012,2,8         ,46.736721,-100.710963,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4148,2012,2,0         ,46.805003,-100.752138,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4149,2012,2,17        ,46.826626,-100.814789,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4150,2012,2,0         ,46.876289,-102.727607,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4151,2012,2,14        ,46.912473,-98.691829,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4152,2012,2,13        ,47.916347,-97.045726,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4153,2012,2,8         ,47.932973,-97.06658,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
4154,2012,2,22        ,46.918195,-96.787314,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4155,2012,2,22        ,48.31432,-102.38829,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4156,2012,2,14        ,47.89664,-97.045042,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4157,2012,2,18        ,48.0355,-98.2999,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,2012,2,15        ,46.95,-98.7395,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
4159,2012,2,15        ,46.809057,-100.794324,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4160,2012,2,12        ,48.2227,-101.343,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4161,2012,2,16        ,47.4974,-97.2832,2,2,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
4162,2012,2,14        ,47.889498,-97.0775,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4163,2012,2,16        ,46.864032,-96.861842,2,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4164,2012,2,1         ,46.924321,-98.718156,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,2012,2,14        ,48.21304,-101.29621,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4166,2012,2,0         ,47.9202,-101.689,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4167,2012,2,2         ,47.8601,-101.5021,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0
4168,2012,2,15        ,47.984463,-97.093532,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4169,2012,2,0         ,46.917534,-96.783423,1,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
4170,2012,2,15        ,46.901151,-96.787427,3,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
4171,2012,2,16        ,46.889461,-96.820036,2,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
4172,2012,2,15        ,46.888549,-96.78774,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4173,2012,2,19        ,46.838876,-96.801805,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4174,2012,2,1         ,46.883488,-96.861668,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4175,2012,2,13        ,48.4167,-97.4053,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4176,2012,2,18        ,46.8327,-100.7176,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
4177,2012,2,16        ,46.926491,-97.999924,2,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
4178,2012,2,15        ,47.1084,-96.9584,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
4179,2012,2,12        ,46.8309,-98.081,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4180,2012,2,14        ,48.209201,-101.31743,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4181,2012,2,17        ,46.2609,-96.6699,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4182,2012,2,6         ,47.804207,-102.942271,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4183,2012,2,7         ,46.847432,-96.883042,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
4184,2012,2,2         ,47.03436,-100.791232,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4185,2012,2,12        ,46.2824,-96.8336,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4186,2012,2,8         ,46.6299,-97.0533,2,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
4187,2012,2,2         ,48.245207,-101.296105,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
4188,2012,2,10        ,47.6749,-102.7276,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,2012,2,12        ,48.1823,-101.2958,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4190,2012,2,8         ,47.265,-97.0171,2,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4191,2012,2,9         ,47.894549,-97.066576,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4192,2012,2,14        ,46.794716,-100.752268,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4193,2012,2,17        ,46.837983,-100.719496,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4194,2012,2,16        ,46.796853,-100.780319,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4195,2012,2,19        ,46.805463,-100.784632,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4196,2012,2,19        ,47.925802,-97.084262,2,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4197,2012,2,16        ,48.258107,-101.295645,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4198,2012,2,13        ,47.8043,-103.0691,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
4199,2012,2,2         ,47.735058,-102.713094,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
4200,2012,2,5         ,47.804803,-103.394754,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4201,2012,2,7         ,48.2485,-101.3688,2,2,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
4202,2012,2,13        ,46.805425,-100.780444,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4203,2012,2,8         ,46.823552,-100.742325,3,2,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0
4204,2012,2,7         ,46.82866,-100.764026,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
4205,2012,2,16        ,47.024252,-102.799945,2,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
4206,2012,2,2         ,47.1086,-103.369,1,2,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0
4207,2012,2,8         ,48.2672,-101.2527,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
4208,2012,2,11        ,47.9396,-103.6585,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4209,2012,2,6         ,46.8613,-101.7155,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
4210,2012,2,14        ,48.1544,-103.33754,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4211,2012,2,14        ,48.1549,-103.3279,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4212,2012,2,15        ,46.882272,-98.716311,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4213,2012,2,20        ,46.881502,-100.77192,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4214,2012,2,23        ,46.9081,-98.0073,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0
4215,2012,2,8         ,46.3605,-103.3631,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,2012,2,13        ,48.15061,-103.60405,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4217,2012,2,17        ,47.3863,-103.2402,2,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
4218,2012,2,17        ,47.8711,-103.648,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
4219,2012,2,9         ,48.223212,-101.320658,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,2012,2,8         ,48.561,-102.5819,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4221,2012,2,8         ,47.6749,-103.8128,1,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
4222,2012,2,6         ,46.861687,-96.851061,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
4223,2012,2,14        ,46.8624,-101.6124,1,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
4224,2012,2,14        ,46.877175,-96.79177,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,2012,2,16        ,46.864975,-102.789821,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4226,2012,2,18        ,46.765574,-100.782934,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,2012,2,15        ,46.873844,-99.432486,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4228,2012,2,1         ,46.091532,-100.102868,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
4229,2012,2,16        ,46.845536,-96.798546,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4230,2012,2,9         ,46.8369,-100.8687,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
4231,2012,2,17        ,47.933,-97.2575,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
4232,2012,2,11        ,47.97955,-102.4934,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4233,2012,2,16        ,48.232352,-101.295956,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4234,2012,2,5         ,47.930588,-97.066569,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
4235,2012,2,19        ,47.889362,-97.07811,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4236,2012,2,13        ,46.8774,-99.3896,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4237,2012,2,13        ,46.8775,-99.3907,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
4238,2012,2,16        ,47.3887,-97.0644,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
4239,2012,2,17        ,46.8534,-96.8407,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
4240,2012,2,10        ,48.1465,-101.2957,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4241,2012,2,22        ,46.812598,-100.76327,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4242,2012,2,1         ,46.806998,-100.787609,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4243,2012,2,1         ,46.782214,-100.7736,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4244,2012,2,14        ,46.806407,-100.779863,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4245,2012,2,15        ,46.836359,-100.793958,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4246,2012,2,18        ,46.890415,-96.810448,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4247,2012,2,7         ,47.7035,-97.0779,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4248,2012,2,2         ,47.931197,-97.055262,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
4249,2012,2,7         ,47.924255,-97.035884,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4250,2012,2,20        ,46.833148,-96.832973,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4251,2012,2,11        ,47.4574,-99.4011,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4252,2012,2,7         ,48.242486,-101.28771,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4253,2012,2,19        ,46.866868,-96.861768,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4254,2012,2,8         ,48.16791,-103.63221,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4255,2012,2,14        ,46.8798,-102.7418,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
